STATION,STATION LONG NAME,UNIT NAME,SEASONAL MAX MW (HSL),AVAILABLE MW AFTER OUTAGE/DERATE,MW REDUCTION FROM OUTAGE/DERATE,FUEL TYPE,START,END,RESOURCE ENTITY,COUNTY
CALAVERS,CALAVERAS,JKS1,560,0,560,COAL,2/14/21 2:32 PM,2/15/21 8:29 PM,CPS ENERGY (RE),BEXAR
CN_BRKS,CANADIAN BREAKS,UNIT_1,210,130,80,WIND,2/14/21 2:35 PM,2/14/21 3:55 PM,CANADIAN BREAKS LLC (RE),OLDHAM
PYR,PYRON WIND FARM,PYRON1,122,1,121,WIND,2/14/21 2:35 PM,2/16/21 3:50 PM,PYRON WIND FARM LLC (RE),SCURRY
PYR,PYRON WIND FARM,PYRON2,128,1,127,WIND,2/14/21 2:35 PM,2/16/21 3:50 PM,PYRON WIND FARM LLC (RE),SCURRY
NEDIN,NORTH EDINBURG,NEDIN_G1,219,0,219,NG,2/14/21 2:38 PM,2/14/21 9:07 PM,CALPINE CORP (RE),HIDALGO
NEDIN,NORTH EDINBURG,NEDIN_G3,258,120,138,NG,2/14/21 2:38 PM,2/14/21 9:07 PM,CALPINE CORP (RE),HIDALGO
QUEEN_SL,QUEEN SOLAR,SOLAR1,103,32,71,SOLAR,2/14/21 2:43 PM,2/15/21 3:46 PM,ROADRUNNER SOLAR PROJECT LLC (RE),UPTON
QUEEN_SL,QUEEN SOLAR,SOLAR2,103,32,71,SOLAR,2/14/21 2:43 PM,2/15/21 3:46 PM,ROADRUNNER SOLAR PROJECT LLC (RE),UPTON
QUEEN_SL,QUEEN SOLAR,SOLAR3,98,32,66,SOLAR,2/14/21 2:43 PM,2/15/21 3:46 PM,ENEL GREEN POWER ROADRUNNER SOLAR PROJECT II LLC (RE),UPTON
QUEEN_SL,QUEEN SOLAR,SOLAR4,108,32,76,SOLAR,2/14/21 2:43 PM,2/15/21 3:46 PM,ENEL GREEN POWER ROADRUNNER SOLAR PROJECT II LLC (RE),UPTON
TYLRWIND,TYLER BLUFF WIND,UNIT1,126,20,106,WIND,2/14/21 2:56 PM,2/15/21 8:32 AM,TYLER BLUFF WIND PROJECT LLC (RE),COOKE
HHGT,HORSE HOLLOW GENERATION TIE,HHOLLOW4,115,5,110,WIND,2/14/21 3:03 PM,2/16/21 4:04 PM,HORSE HOLLOW GENERATION TIE LLC 4 (RE),TAYLOR
LARDVFTN,LAREDO ENERGY CENTER,G4,97,37,60,NG,2/14/21 3:24 PM,2/14/21 7:15 PM,LAREDO LLC (RE),WEBB
LARDVFTN,LAREDO ENERGY CENTER,G5,94,37,57,NG,2/14/21 3:24 PM,2/14/21 7:15 PM,LAREDO LLC (RE),WEBB
BRAUNIG,BRAUNIG,AVR1_CT1,169,0,169,NG,2/14/21 3:35 PM,2/15/21 6:55 PM,CPS ENERGY (RE),BEXAR
BRAUNIG,BRAUNIG,AVR1_ST,190,80,110,NG,2/14/21 3:35 PM,2/15/21 12:58 AM,CPS ENERGY (RE),BEXAR
KARAKAW1,KARANKAWA1 WIND FARM,UNIT1,103,54,49,WIND,2/14/21 3:51 PM,2/14/21 10:35 PM,KARANKAWA WIND LLC B (RE),SAN PATRICIO
KARAKAW1,KARANKAWA1 WIND FARM,UNIT2,103,54,49,WIND,2/14/21 3:51 PM,2/14/21 10:35 PM,KARANKAWA WIND LLC B (RE),SAN PATRICIO
RSNAKE,RATTLESNAKE,G1,104,0,104,WIND,2/14/21 3:54 PM,2/24/21 4:00 PM,RATTLESNAKE WIND I LLC (RE),GLASSCOCK
RSNAKE,RATTLESNAKE,G2,103,0,103,WIND,2/14/21 3:54 PM,2/24/21 4:00 PM,RATTLESNAKE WIND I LLC (RE),GLASSCOCK
CN_BRKS,CANADIAN BREAKS,UNIT_1,210,75,135,WIND,2/14/21 4:00 PM,2/16/21 12:32 AM,CANADIAN BREAKS LLC (RE),OLDHAM
BRTSW,BARTON CHAPEL WIND FARM,BCW1,120,75,45,WIND,2/14/21 4:26 PM,2/15/21 9:19 AM,AVANGRID TEXAS RENEWABLES LLC (RE),JACK
TNSKA,TENASKA (TXU),GT1,87,55,32,NG,2/14/21 4:39 PM,2/14/21 8:30 PM,PARIS GENERATION LP (RE),LAMAR
TNSKA,TENASKA (TXU),GT2,87,55,32,NG,2/14/21 4:39 PM,2/14/21 8:30 PM,PARIS GENERATION LP (RE),LAMAR
TNSKA,TENASKA (TXU),STG,89,0,89,NG,2/14/21 4:39 PM,2/14/21 8:30 PM,PARIS GENERATION LP (RE),LAMAR
WAKEWE,WAKE WIND ENERGY,G1,115,100,15,WIND,2/14/21 4:55 PM,2/24/21 4:00 PM,"WAKE WIND ENERGY LLC (RE)
WAKE WIND ENERGY LLC 2 (RE)",CROSBY
WAKEWE,WAKE WIND ENERGY,G2,142,100,42,WIND,2/14/21 4:55 PM,2/24/21 4:00 PM,"WAKE WIND ENERGY LLC (RE)
WAKE WIND ENERGY LLC 2 (RE)",CROSBY
ROUTE_66,ROUTE 66 WIND POWER,WIND1,150,126,24,WIND,2/14/21 5:00 PM,2/16/21 11:29 AM,ROUTE 66 WIND POWER LLC (RE),CARSON
MIL,MILLER,MILLERG2,120,45,75,NG,2/14/21 5:15 PM,2/15/21 12:38 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),PALO PINTO
MIL,MILLER,MILLERG3,208,90,118,NG,2/14/21 5:15 PM,2/15/21 12:38 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),PALO PINTO
SHAFFER,SHAFFER,UNIT1,226,186,40,WIND,2/14/21 5:24 PM,2/16/21 6:14 AM,PATRIOT WIND FARM LLC (RE),NUECES
LEON_CRK,LEON CREEK,LCPCT2,46,0,46,NG,2/14/21 5:26 PM,2/14/21 6:23 PM,CPS ENERGY (RE),BEXAR
MCSES,MOUNTAIN CREEK SES,UNIT7,118,0,118,NG,2/14/21 5:30 PM,2/15/21 3:00 AM,MOUNTAIN CREEK POWER LLC (RE),DALLAS
TORR,TORRECILLAS,UNIT1_25,150,5,145,WIND,2/14/21 5:35 PM,2/17/21 11:41 AM,TORRECILLAS WIND ENERGY LLC (RE),WEBB
TORR,TORRECILLAS,UNIT2_23,23,5,18,WIND,2/14/21 5:35 PM,2/17/21 11:41 AM,TORRECILLAS WIND ENERGY LLC (RE),WEBB
TORR,TORRECILLAS,UNIT2_25,128,5,123,WIND,2/14/21 5:35 PM,2/17/21 11:41 AM,TORRECILLAS WIND ENERGY LLC (RE),WEBB
SANTACRU,SANTA CRUZ,UNIT1,151,18,133,WIND,2/14/21 5:45 PM,2/14/21 11:15 PM,CHAPMAN RANCH WIND I LLC (RE),NUECES
SANTACRU,SANTA CRUZ,UNIT2,98,9,89,WIND,2/14/21 5:45 PM,2/14/21 11:15 PM,CHAPMAN RANCH WIND I LLC (RE),NUECES
BASTEN,BASTROP ENERGY CENTER,GTG1100,167,140,27,NG,2/14/21 6:10 PM,2/14/21 7:55 PM,BASTROP ENERGY PARTNERS LP (RE),BASTROP
BASTEN,BASTROP ENERGY CENTER,GTG2100,167,167,0,NG,2/14/21 6:10 PM,2/14/21 7:55 PM,BASTROP ENERGY PARTNERS LP (RE),BASTROP
BASTEN,BASTROP ENERGY CENTER,ST0100,234,234,0,NG,2/14/21 6:10 PM,2/14/21 7:55 PM,BASTROP ENERGY PARTNERS LP (RE),BASTROP
DCSES,DECORDOVA SES,CT10,88,0,88,NG,2/14/21 6:12 PM,2/15/21 2:36 AM,LUMINANT GENERATION COMPANY LLC (RE),HOOD
LEON_CRK,LEON CREEK,LCPCT2,46,45,1,NG,2/14/21 6:23 PM,2/14/21 9:20 PM,CPS ENERGY (RE),BEXAR
COTTON,PAPALOTE CREEK II,PAP2,200,39,161,WIND,2/14/21 6:45 PM,2/15/21 4:00 AM,PAPALOTE CREEK II LLC (RE),SAN PATRICIO
,,,,,,,2/14/21 7:00 PM,2/15/21 4:46 PM,,
,,,,,,,2/14/21 7:00 PM,2/15/21 4:46 PM,,
KMCHI,KIAMICHI ENERGY FACILITY,1CT101,167,167,0,NG,2/14/21 7:04 PM,2/14/21 7:08 PM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1CT201,164,164,0,NG,2/14/21 7:04 PM,2/14/21 7:08 PM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1ST,310,284,26,NG,2/14/21 7:04 PM,2/14/21 7:08 PM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT101,170,170,0,NG,2/14/21 7:04 PM,2/14/21 7:08 PM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT201,173,173,0,NG,2/14/21 7:04 PM,2/14/21 7:08 PM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2ST,310,277,33,NG,2/14/21 7:04 PM,2/14/21 7:08 PM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1CT101,167,167,0,NG,2/14/21 7:08 PM,2/15/21 12:23 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1CT201,164,164,0,NG,2/14/21 7:08 PM,2/15/21 12:23 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1ST,310,284,26,NG,2/14/21 7:08 PM,2/15/21 12:23 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT101,170,170,0,NG,2/14/21 7:08 PM,2/15/21 12:23 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT201,173,173,0,NG,2/14/21 7:08 PM,2/15/21 12:23 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2ST,310,294,16,NG,2/14/21 7:08 PM,2/15/21 12:23 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
PANDA_T2,PANDA TEMPLE POWER II,TMPL2CT1,218,0,218,NG,2/14/21 7:09 PM,2/21/21 11:59 PM,PANDA TEMPLE POWER II LLC (RE),BELL
PANDA_T2,PANDA TEMPLE POWER II,TMPL2ST1,334,167,167,NG,2/14/21 7:09 PM,2/15/21 8:00 PM,PANDA TEMPLE POWER II LLC (RE),BELL
CRANELL,CRANELL WIND,UNIT1,220,11,209,WIND,2/14/21 7:30 PM,2/16/21 4:00 PM,CRANELL WIND FARM LLC (RE),REFUGIO
INDNNWP,INDIAN MESA NWP,INDNNWP2,92,31,61,WIND,2/14/21 7:31 PM,4/30/21 11:59 PM,INDIAN MESA WIND LLC (RE),PECOS
WOODWRD1,WOODWARD 1,WOODWRD1,92,36,56,WIND,2/14/21 7:31 PM,4/30/21 11:59 PM,WOODWARD MOUNTAIN WIND LLC (RE),PECOS
HAYSEN,HAYS ENERGY,HAYSENG1,239,0,239,NG,2/14/21 7:48 PM,2/15/21 8:00 AM,HAYS ENERGY LLC (RE),HAYS
,,,,,,,2/14/21 7:50 PM,2/16/21 12:00 PM,,
,,,,,,,2/14/21 7:50 PM,2/16/21 12:00 PM,,
LEG,LIMESTONE PLANT,LEG_G2,836,642,194,COAL,2/14/21 7:54 PM,2/15/21 2:20 AM,NRG TEXAS POWER LLC (RE),LIMESTONE
HAYSEN,HAYS ENERGY,HAYSENG3,242,0,242,NG,2/14/21 8:48 PM,2/15/21 11:59 PM,HAYS ENERGY LLC (RE),HAYS
TNSKA,TENASKA (TXU),GT1,87,80,7,NG,2/14/21 8:50 PM,2/16/21 11:25 AM,PARIS GENERATION LP (RE),LAMAR
TNSKA,TENASKA (TXU),GT2,87,80,7,NG,2/14/21 8:50 PM,2/16/21 11:25 AM,PARIS GENERATION LP (RE),LAMAR
TNSKA,TENASKA (TXU),STG,89,70,19,NG,2/14/21 8:50 PM,2/16/21 11:25 AM,PARIS GENERATION LP (RE),LAMAR
FLTBES,FLAT TOP BATT,BESS1,10,0,10,ESR,2/14/21 9:00 PM,2/15/21 5:00 AM,KEY CAPTURE ENERGY LLC (RE),REEVES
WRSBES,WORSHAM BATT,BESS1,10,0,10,ESR,2/14/21 9:00 PM,2/15/21 5:00 AM,KEY CAPTURE ENERGY LLC (RE),REEVES
LEON_CRK,LEON CREEK,LCPCT1,46,42,4,NG,2/14/21 9:21 PM,2/14/21 10:44 PM,CPS ENERGY (RE),BEXAR
LEON_CRK,LEON CREEK,LCPCT2,46,42,4,NG,2/14/21 9:21 PM,2/14/21 10:00 PM,CPS ENERGY (RE),BEXAR
LEON_CRK,LEON CREEK,LCPCT3,46,42,4,NG,2/14/21 9:21 PM,2/14/21 10:44 PM,CPS ENERGY (RE),BEXAR
LEON_CRK,LEON CREEK,LCPCT4,46,42,4,NG,2/14/21 9:21 PM,2/14/21 10:21 PM,CPS ENERGY (RE),BEXAR
BOSQUESW,BOSQUE SWITCH,BSQSU_4,85,0,85,NG,2/14/21 9:53 PM,2/15/21 6:30 PM,CALPINE CORP (RE),BOSQUE
LEON_CRK,LEON CREEK,LCPCT2,46,0,46,NG,2/14/21 10:00 PM,2/14/21 10:44 PM,CPS ENERGY (RE),BEXAR
HLSES,HANDLEY SES,UNIT3,395,0,395,NG,2/14/21 10:07 PM,2/16/21 6:59 PM,EXGEN HANDLEY POWER LLC (RE),TARRANT
LEON_CRK,LEON CREEK,LCPCT4,46,42,4,NG,2/14/21 10:21 PM,2/14/21 10:45 PM,CPS ENERGY (RE),BEXAR
WAP,WA PARISH,WAP_G5,664,584,80,COAL,2/14/21 10:23 PM,2/15/21 1:35 AM,NRG TEXAS POWER LLC (RE),FORT BEND
KARAKAW1,KARANKAWA1 WIND FARM,UNIT1,103,20,83,WIND,2/14/21 10:35 PM,2/15/21 12:49 AM,KARANKAWA WIND LLC B (RE),SAN PATRICIO
KARAKAW1,KARANKAWA1 WIND FARM,UNIT2,103,20,83,WIND,2/14/21 10:35 PM,2/15/21 12:49 AM,KARANKAWA WIND LLC B (RE),SAN PATRICIO
KARAKAW2,KARANKAWA2 WIND FARM,UNIT3,100,25,75,WIND,2/14/21 10:41 PM,2/15/21 12:52 AM,KARANKAWA WIND LLC (RE),SAN PATRICIO
LEON_CRK,LEON CREEK,LCPCT1,46,35,11,NG,2/14/21 10:45 PM,2/15/21 12:59 AM,CPS ENERGY (RE),BEXAR
LEON_CRK,LEON CREEK,LCPCT2,46,0,46,NG,2/14/21 10:45 PM,2/14/21 10:46 PM,CPS ENERGY (RE),BEXAR
LEON_CRK,LEON CREEK,LCPCT3,46,35,11,NG,2/14/21 10:45 PM,2/15/21 12:59 AM,CPS ENERGY (RE),BEXAR
LEON_CRK,LEON CREEK,LCPCT4,46,35,11,NG,2/14/21 10:45 PM,2/15/21 12:59 AM,CPS ENERGY (RE),BEXAR
BLSUMMIT,BLUE SUMMIT,BLSMT1_6,124,102,22,WIND,2/14/21 10:46 PM,2/16/21 6:37 PM,BLUE SUMMIT WIND LLC (RE),WILBARGER
LEON_CRK,LEON CREEK,LCPCT2,46,35,11,NG,2/14/21 10:47 PM,2/15/21 12:59 AM,CPS ENERGY (RE),BEXAR
PHOEBE,PHOEBE SOLAR,UNIT1,125,0,125,SOLAR,2/14/21 11:04 PM,2/15/21 11:15 AM,PHOEBE ENERGY PROJECT LLC (RE),WINKLER
PENA,PENASCAL WIND POWER,UNIT1,161,20,141,WIND,2/14/21 11:06 PM,2/15/21 3:31 AM,AVANGRID TEXAS RENEWABLES LLC (RE),KENEDY
,,,,,,,2/14/21 11:10 PM,2/14/21 11:15 PM,,
PENA,PENASCAL WIND POWER,UNIT2,142,20,122,WIND,2/14/21 11:14 PM,2/15/21 4:01 AM,"AVANGRID TEXAS RENEWABLES LLC (RE)
AVANGRID TEXAS RENEWABLES LLC B (RE)",KENEDY
,,,,,,,2/14/21 11:15 PM,2/14/21 11:17 PM,,
,,,,,,,2/14/21 11:15 PM,2/14/21 11:17 PM,,
SANTACRU,SANTA CRUZ,UNIT1,151,0,151,WIND,2/14/21 11:15 PM,2/14/21 11:30 PM,CHAPMAN RANCH WIND I LLC (RE),NUECES
SANTACRU,SANTA CRUZ,UNIT2,98,0,98,WIND,2/14/21 11:15 PM,2/14/21 11:30 PM,CHAPMAN RANCH WIND I LLC (RE),NUECES
WGU,WAGYU SOLAR,UNIT1,120,0,120,SOLAR,2/14/21 11:16 PM,2/15/21 3:00 PM,WAGYU SOLAR LLC (RE),BRAZORIA
,,,,,,,2/14/21 11:17 PM,2/14/21 11:21 PM,,
,,,,,,,2/14/21 11:17 PM,2/14/21 11:21 PM,,
,,,,,,,2/14/21 11:17 PM,2/14/21 11:21 PM,,
PENA3,PENASCAL II WIND PROJECT,UNIT3,101,20,81,WIND,2/14/21 11:18 PM,2/15/21 2:55 AM,AVANGRID TEXAS RENEWABLES LLC C (RE),KENEDY
RIONOG,RIO NOGALES POWER PROJECT,CT3,183,0,183,NG,2/14/21 11:19 PM,2/15/21 3:06 AM,CPS ENERGY 1 (RE),GUADALUPE
RIONOG,RIO NOGALES POWER PROJECT,ST1,308,175,133,NG,2/14/21 11:19 PM,2/15/21 3:06 AM,CPS ENERGY 1 (RE),GUADALUPE
,,,,,,,2/14/21 11:21 PM,2/14/21 11:27 PM,,
,,,,,,,2/14/21 11:21 PM,2/14/21 11:28 PM,,
,,,,,,,2/14/21 11:21 PM,2/14/21 11:29 PM,,
,,,,,,,2/14/21 11:21 PM,2/15/21 11:45 AM,,
,,,,,,,2/14/21 11:27 PM,2/14/21 11:28 PM,,
,,,,,,,2/14/21 11:28 PM,2/14/21 11:29 PM,,
,,,,,,,2/14/21 11:28 PM,2/14/21 11:29 PM,,
,,,,,,,2/14/21 11:29 PM,2/15/21 11:44 AM,,
,,,,,,,2/14/21 11:29 PM,2/15/21 11:44 AM,,
,,,,,,,2/14/21 11:29 PM,2/15/21 11:45 AM,,
SANTACRU,SANTA CRUZ,UNIT1,151,0,151,WIND,2/14/21 11:30 PM,2/15/21 1:33 PM,CHAPMAN RANCH WIND I LLC (RE),NUECES
SANTACRU,SANTA CRUZ,UNIT2,98,0,98,WIND,2/14/21 11:30 PM,2/15/21 1:45 PM,CHAPMAN RANCH WIND I LLC (RE),NUECES
LV3,LOS VIENTOS III,UNIT_1,200,0,200,WIND,2/14/21 11:41 PM,2/15/21 2:59 AM,LOS VIENTOS WINDPOWER III LLC (RE),STARR
LV4,LOS VIENTOS WINDPOWER IV LLC,UNIT_1,200,0,200,WIND,2/14/21 11:41 PM,2/15/21 2:59 AM,LOS VIENTOS WINDPOWER IV LLC (RE),STARR
FTR,FRONTIER,FTR_G3,180,0,180,NG,2/14/21 11:51 PM,2/15/21 7:29 AM,TENASKA FRONTIER PARTNERS LTD (RE),GRIMES
TEN,TENASKA (BRAZOS),CT1,177,100,77,NG,2/14/21 11:59 PM,2/15/21 12:00 AM,BRAZOS ELECTRIC POWER CO OP INC (RE),JOHNSON
TEN,TENASKA (BRAZOS),STG,106,100,6,NG,2/14/21 11:59 PM,2/15/21 12:00 AM,BRAZOS ELECTRIC POWER CO OP INC (RE),JOHNSON
BLSUMMIT,BLUE SUMMIT,BATTERY,30,15,15,ESR,2/15/21 12:00 AM,2/16/21 8:00 PM,BLUE SUMMIT STORAGE LLC (RE),WILBARGER
CALAVERS,CALAVERAS,OWS2,410,0,410,NG,2/15/21 12:00 AM,2/15/21 7:12 PM,CPS ENERGY (RE),BEXAR
PAP1,PAPALOTE CREEK,PAP1,180,0,180,WIND,2/15/21 12:00 AM,2/16/21 4:46 PM,"PAPALOTE CREEK I LLC CPS (RE)
PAPALOTE CREEK I LLC (RE)",SAN PATRICIO
TEN,TENASKA (BRAZOS),CT1,177,0,177,NG,2/15/21 12:00 AM,2/15/21 11:59 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),JOHNSON
TEN,TENASKA (BRAZOS),STG,106,0,106,NG,2/15/21 12:00 AM,2/15/21 11:59 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),JOHNSON
BBREEZE,BRUENNINGS BREEZE,UNIT1,120,45,75,WIND,2/15/21 12:01 AM,2/15/21 1:00 AM,BRUENNINGS BREEZE WIND FARM LLC (RE),WILLACY
BBREEZE,BRUENNINGS BREEZE,UNIT2,108,6,102,WIND,2/15/21 12:01 AM,2/15/21 1:00 AM,BRUENNINGS BREEZE WIND FARM LLC (RE),WILLACY
LARDVFTN,LAREDO ENERGY CENTER,G5,94,0,94,NG,2/15/21 12:01 AM,2/15/21 4:53 AM,LAREDO LLC (RE),WEBB
WHCCS2,WOLF HOLLOW II,STG6,485,328,157,NG,2/15/21 12:12 AM,2/15/21 1:43 AM,WOLF HOLLOW II POWER LLC (RE),HOOD
RAYBURN,SAM RAYBURN SWITCHYD,RAYBURG1,14,0,14,NG,2/15/21 12:15 AM,2/28/21 12:00 PM,SOUTH TEXAS ELECTRIC CO OP INC (RE),VICTORIA
JACKCNTY,JACK COUNTY,STG,293,0,293,NG,2/15/21 12:16 AM,2/15/21 11:59 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),JACK
KMCHI,KIAMICHI ENERGY FACILITY,1CT101,167,167,0,NG,2/15/21 12:23 AM,2/15/21 12:27 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1CT201,164,164,0,NG,2/15/21 12:23 AM,2/15/21 12:27 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1ST,310,284,26,NG,2/15/21 12:23 AM,2/15/21 12:27 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT101,170,170,0,NG,2/15/21 12:23 AM,2/15/21 12:27 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT201,173,173,0,NG,2/15/21 12:23 AM,2/15/21 12:27 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2ST,310,282,28,NG,2/15/21 12:23 AM,2/15/21 12:27 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1CT101,167,167,0,NG,2/15/21 12:27 AM,2/16/21 12:25 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1CT201,164,164,0,NG,2/15/21 12:27 AM,2/16/21 12:25 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1ST,310,289,21,NG,2/15/21 12:27 AM,2/16/21 12:25 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT101,170,170,0,NG,2/15/21 12:27 AM,2/16/21 12:25 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT201,173,173,0,NG,2/15/21 12:27 AM,2/16/21 12:25 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2ST,310,282,28,NG,2/15/21 12:27 AM,2/16/21 12:25 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
REDFISH,MAGIC VALLEY I,MV1A,100,5,95,WIND,2/15/21 12:30 AM,2/16/21 3:00 PM,MAGIC VALLEY WIND FARM I LLC (RE),WILLACY
REDFISH,MAGIC VALLEY I,MV1B,104,5,99,WIND,2/15/21 12:30 AM,2/16/21 4:00 PM,MAGIC VALLEY WIND FARM I LLC (RE),WILLACY
FORMOSA,FORMOSA,FORMOSG7,62,0,62,NG,2/15/21 12:33 AM,2/17/21 1:33 PM,FORMOSA UTILITY VENTURE LTD (RE),CALHOUN
MESTENO,MESTENO WINDPOWER,UNIT_1,202,40,162,WIND,2/15/21 12:34 AM,2/15/21 1:47 AM,MESTENO WINDPOWER LLC (RE),STARR
FORMOSA,FORMOSA,FORMOSG10,84,0,84,NG,2/15/21 12:36 AM,2/15/21 6:11 AM,FORMOSA UTILITY VENTURE LTD (RE),CALHOUN
REDGATE,REDGATE,AGR_B,56,37,19,NG,2/15/21 12:41 AM,2/15/21 8:53 AM,SOUTH TEXAS ELECTRIC CO OP INC (RE),HIDALGO
CBECII,COLORADO BEND II,STG9,491,363,128,NG,2/15/21 12:44 AM,2/15/21 1:44 AM,COLORADO BEND II POWER LLC (RE),WHARTON
KARAKAW1,KARANKAWA1 WIND FARM,UNIT1,103,0,103,WIND,2/15/21 12:49 AM,2/16/21 5:30 AM,KARANKAWA WIND LLC B (RE),SAN PATRICIO
KARAKAW1,KARANKAWA1 WIND FARM,UNIT2,103,0,103,WIND,2/15/21 12:49 AM,2/16/21 5:28 AM,KARANKAWA WIND LLC B (RE),SAN PATRICIO
KARAKAW2,KARANKAWA2 WIND FARM,UNIT3,100,0,100,WIND,2/15/21 12:53 AM,2/15/21 1:04 AM,KARANKAWA WIND LLC (RE),SAN PATRICIO
BRAUNIG,BRAUNIG,AVR1_ST,190,0,190,NG,2/15/21 12:58 AM,2/15/21 12:48 PM,CPS ENERGY (RE),BEXAR
LV1,LOS VIENTOS WINDPOWER,LV1A,200,2,198,WIND,2/15/21 12:58 AM,2/15/21 2:10 AM,LOS VIENTOS WINDPOWER IA LLC (RE),WILLACY
BRAUNIG,BRAUNIG,AVR1_CT2,169,0,169,NG,2/15/21 12:59 AM,2/15/21 12:33 PM,CPS ENERGY (RE),BEXAR
LEON_CRK,LEON CREEK,LCPCT4,46,42,4,NG,2/15/21 12:59 AM,2/15/21 1:00 AM,CPS ENERGY (RE),BEXAR
BBREEZE,BRUENNINGS BREEZE,UNIT1,120,45,75,WIND,2/15/21 1:00 AM,2/16/21 8:59 PM,BRUENNINGS BREEZE WIND FARM LLC (RE),WILLACY
BBREEZE,BRUENNINGS BREEZE,UNIT2,108,6,102,WIND,2/15/21 1:00 AM,2/16/21 8:59 PM,BRUENNINGS BREEZE WIND FARM LLC (RE),WILLACY
BVE,BRAZOS VALLEY ENERGY,UNIT1,168,0,168,NG,2/15/21 1:00 AM,2/17/21 3:00 PM,CALPINE CORP (RE),FORT BEND
BVE,BRAZOS VALLEY ENERGY,UNIT2,168,0,168,NG,2/15/21 1:00 AM,2/17/21 7:30 PM,CALPINE CORP (RE),FORT BEND
BVE,BRAZOS VALLEY ENERGY,UNIT3,270,0,270,NG,2/15/21 1:00 AM,2/17/21 3:00 PM,CALPINE CORP (RE),FORT BEND
LEON_CRK,LEON CREEK,LCPCT1,46,0,46,NG,2/15/21 1:00 AM,2/15/21 2:17 PM,CPS ENERGY (RE),BEXAR
LEON_CRK,LEON CREEK,LCPCT2,46,35,11,NG,2/15/21 1:00 AM,2/15/21 2:17 PM,CPS ENERGY (RE),BEXAR
LEON_CRK,LEON CREEK,LCPCT3,46,35,11,NG,2/15/21 1:00 AM,2/15/21 2:17 PM,CPS ENERGY (RE),BEXAR
LEON_CRK,LEON CREEK,LCPCT4,46,35,11,NG,2/15/21 1:00 AM,2/15/21 2:17 PM,CPS ENERGY (RE),BEXAR
STELLA,STELLA WIND,UNIT1,201,61,140,WIND,2/15/21 1:00 AM,2/16/21 7:27 PM,STELLA WIND FARM LLC (RE),KENEDY
RHESS2,RABBIT HILL ESS,ESS_1,10,0,10,ESR,2/15/21 1:05 AM,2/15/21 3:09 PM,VIRIDITY ENERGY SOLUTIONS INC (RE),WILLIAMSON
KARAKAW2,KARANKAWA2 WIND FARM,UNIT3,100,5,95,WIND,2/15/21 1:06 AM,2/15/21 1:25 PM,KARANKAWA WIND LLC (RE),SAN PATRICIO
